Forma Juridica,CP,Polígono Industrial,Grupo de actividad,Subgrupo de actividad,Área de actividad
Sociedad Anónima,28806,Mapfre,CON: Construcción,Actividades de construcción especializada,Construcción
,28802,Los Almendros,SC: Servicios al consumidor final,Venta y reparación de vehículos de motor y motocicletas,Servicios
Sociedad Limitada,28806,Antigua Carretera de Ajalvir,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
Autónomo,28802,Jumapi,SMA: Energía y Medioambiente,Suministro de agua. actividades de saneamiento. gestión de residuos y descontaminación,Servicios
,28805,Alcalá II,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28805,Fidalgo y Bazán,SC: Servicios al consumidor final,Venta y reparación de vehículos de motor y motocicletas,Servicios
,28805,Alcalá II,SC: Servicios al consumidor final,Actividades administrativas y servicios auxiliares,Servicios
,28805,Alcalá II,SE: Servicios a empresas: Mantenimiento. reparación. informática. consultoría,Actividades administrativas y servicios auxiliares,Servicios
,,Alcalá I,OTROS,Actividades asociativas,Otros
,,Alcalá I,Local o solar vacío,Local vacío,Locales vacíos
,,Alcalá I,Local o solar vacío,Local vacío,Locales vacíos
,28805,Alcalá II,SC: Servicios al consumidor final,Venta y reparación de vehículos de motor y motocicletas,Servicios
,28805,Alcalá I,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
Sociedad Limitada,28805,Alcalá II,SC: Servicios al consumidor final,Venta y reparación de vehículos de motor y motocicletas,Servicios
,28805,Alcalá I,EASO: Educación. Asistencia Social. Sanidad y Ocio,Actividades artísticas. recreativas y de entretenimiento,Educación. Asistencia Social. Sanidad y Ocio
,28805,Alcalá I,Local o solar vacío,Local vacío,Locales vacíos
,28805,Alcalá I,Local o solar vacío,Local vacío,Locales vacíos
,28805,Alcalá I,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28805,Fidalgo y Bazán,SC: Servicios al consumidor final,Otros servicios,Servicios
,28805,Alcalá I,CON: Construcción,Actividades de construcción especializada,Construcción
,28805,Fidalgo y Bazán,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28805,Alcalá I,CON: Construcción,Construcción,Construcción
,28805,Fidalgo y Bazán,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28805,Alcalá I,SE: Servicios a empresas: Mantenimiento. reparación. informática. consultoría,Actividades profesionales. científicas y técnicas,Servicios
,,Fidalgo y Bazán,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28805,Fidalgo y Bazán,SC: Servicios al consumidor final,Otros servicios,Servicios
,,Fidalgo y Bazán,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28805,Fidalgo y Bazán,SC: Servicios al consumidor final,Actividades de alquiler,Servicios
,28805,Fidalgo y Bazán,SC: Servicios al consumidor final,Otros servicios,Servicios
,28805,Fidalgo y Bazán,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28805,Fidalgo y Bazán,SC: Servicios al consumidor final,Venta y reparación de vehículos de motor y motocicletas,Servicios
,28805,Alcalá II,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28805,La Esgaravita,Local o solar vacío,Local vacío,Locales vacíos
,,Herle,EASO: Educación. Asistencia Social. Sanidad y Ocio,Actividades artísticas. recreativas y de entretenimiento,Educación. Asistencia Social. Sanidad y Ocio
,28805,Europa,Local o solar vacío,Local vacío,Locales vacíos
,28805,Herle,Local o solar vacío,Local vacío,Locales vacíos
,,Herle,Local o solar vacío,Local vacío,Locales vacíos
,28805,Herle,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,,Herle,SC: Servicios al consumidor final,Venta y reparación de vehículos de motor y motocicletas,Servicios
,28805,Herle,Local o solar vacío,Local vacío,Locales vacíos
,28805,Herle,CON: Construcción,Actividades de construcción especializada,Construcción
,28805,Herle,SC: Servicios al consumidor final,Venta y reparación de vehículos de motor y motocicletas,Servicios
,28805,Herle,Local o solar vacío,Local vacío,Locales vacíos
,28805,Herle,Local o solar vacío,Local vacío,Locales vacíos
,,El Val,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
Sociedad Limitada,28805,El Val,SMA: Energía y Medioambiente,Suministro de agua. actividades de saneamiento. gestión de residuos y descontaminación,Servicios
,28805,El Val,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,,Fidalgo y Bazán,Local o solar vacío,Local vacío,Locales vacíos
,,El Val,SC: Servicios al consumidor final,Venta y reparación de vehículos de motor y motocicletas,Servicios
,28805,Herle,Local o solar vacío,Local vacío,Locales vacíos
,28805,Herle,Local o solar vacío,Local vacío,Locales vacíos
,,Europa,Local o solar vacío,Local vacío,Locales vacíos
,28805,Herle,SC: Servicios al consumidor final,Venta y reparación de vehículos de motor y motocicletas,Servicios
,28805,El Val,Local o solar vacío,Local vacío,Locales vacíos
Sociedad Limitada,28805,El Val,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28805,El Val,Local o solar vacío,Local vacío,Locales vacíos
,28805,El Val,Local o solar vacío,Local vacío,Locales vacíos
,28805,Europa,EASO: Educación. Asistencia Social. Sanidad y Ocio,Actividades artísticas. recreativas y de entretenimiento,Educación. Asistencia Social. Sanidad y Ocio
,28805,Europa,IPF: Productos con destino al mercado final,Fabricación de productos metálicos excepto maquinaria y equipo,Industria
,28805,Europa,EASO: Educación. Asistencia Social. Sanidad y Ocio,Actividades artísticas. recreativas y de entretenimiento,Educación. Asistencia Social. Sanidad y Ocio
,28805,Europa,SC: Servicios al consumidor final,Venta y reparación de vehículos de motor y motocicletas,Servicios
,28805,Europa,DL: Distribución y logística,Transporte y almacenamiento,Distribución y logística
,28805,Europa,CON: Construcción,Actividades de construcción especializada,Construcción
,28805,Europa,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28805,El Encín,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28805,Europa,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28805,Europa,SC: Servicios al consumidor final,Hostelería,Servicios
,28805,Parque Tecnológico Tecno Alcalá,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28805,Parque Tecnológico Tecno Alcalá,SC: Otros servicios al consumidor final,Actividades profesionales. científicas y técnicas,Servicios
,28805,Parque Tecnológico Tecno Alcalá,SE: Servicios a empresas: Mantenimiento. reparación. informática. consultoría,Actividades profesionales. científicas y técnicas,Servicios
,28805,La Dehesa,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28805,El Encín,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28805,La Dehesa,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28805,Europa,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
Asociación,28805,Europa,OTROS,Actividades asociativas,Otros
,28805,Europa,IPF: Productos con destino al mercado final,Artes gráficas,Industria
,28805,El Encín,SC: Servicios al consumidor final,Hostelería,Servicios
,28805,Europa,SC: Servicios al consumidor final,Otros servicios,Servicios
,28805,Europa,IPF: Productos con destino al mercado final,Artes gráficas,Industria
,28805,Europa,DL: Distribución y logística,Transporte y almacenamiento,Distribución y logística
,28805,Europa,IPF: Productos con destino al mercado final,Industria del papel,Industria
Congregaciones e instituciones religiosas,28805,Europa,SC: Servicios al consumidor final,Otros servicios,Servicios
,28805,Europa,IPF: Productos con destino al mercado final,Fabricación productos metálicos excepto maquinaria y equipo,Industria
,28805,Europa,IPF: Productos con destino al mercado final,Fabricación de productos metálicos excepto maquinaria y equipo,Industria
,28805,Europa,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28805,Europa,SC: Servicios al consumidor final,Venta y reparación de vehículos de motor y motocicletas,Servicios
,28805,Europa,SC: Servicios al consumidor final,Venta y reparación de vehículos de motor y motocicletas,Servicios
,28802,Jumapi,SC: Servicios al consumidor final,Venta y reparación de vehículos de motor y motocicletas,Servicios
,28802,Los Almendros,SE: Servicios a empresas: Mantenimiento. reparación. informática. consultoría,Información y comunicaciones,Servicios
,28802,Los Almendros,DL: Distribución y logística,Transporte y almacenamiento,Distribución y logística
,28806,Camino del Cementerio,Local o solar vacío,Local vacío,Locales vacíos
,28802,Los Almendros,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
Sociedad Limitada,28802,Jumapi,DL: Distribución y logística,Transporte y almacenamiento,Distribución y logística
,28805,El Encín,DL: Distribución y logística,Transporte y almacenamiento,Distribución y logística
,28802,Jumapi,CON: Construcción,Construcción,Construcción
,28802,Jumapi,Local o solar vacío,Local vacío,Locales vacíos
,28802,Jumapi,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28802,Jumapi,IPF: Productos con destino al mercado final,Fabricación de productos metálicos excepto maquinaria y equipo,Industria
,28802,Jumapi,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28802,Jumapi,SC: Servicios al consumidor final,Venta y reparación de vehículos de motor y motocicletas,Servicios
,28802,Jumapi,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28806,Camino del Cementerio,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
Sociedad Limitada,28802,Los Almendros,DL: Distribución y logística,Transporte y almacenamiento,Distribución y logística
,28802,Los Almendros,IPF: Productos con destino al mercado final,Reparación e instalación de maquinaria y equipo,Industria
,28802,Los Almendros,IPF: Productos con destino al mercado final,Artes gráficas,Industria
,28802,Los Almendros,IPF: Productos con destino al mercado final,Industria de la madera y el corcho. excepto muebles. cestería y espartería,Industria
,28802,Los Almendros,SC: Servicios al consumidor final,Otros servicios,Servicios
,28802,Los Almendros,SC: Servicios al consumidor final,Otros servicios,Servicios
,28805,Mercadona,SC: Servicios al consumidor final,Hostelería,Servicios
,28805,Mercadona,SC: Servicios al consumidor final,Otros servicios,Servicios
,28802,Los Almendros,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28802,Los Almendros,CON: Construcción,Actividades de construcción especializada,Construcción
,28802,Carretera N II,IPF: Productos con destino al mercado final,Industria de la madera y el corcho. excepto muebles. cestería y espartería,Industria
Sociedad Limitada,28802,Los Almendros,CON: Construcción,Actividades de construcción especializada,Construcción
Sociedad Limitada,28802,Los Almendros,IPF: Productos con destino al mercado final,Fabricación de productos metálicos excepto maquinaria y equipo,Industria
,28802,Camarilla,Local o solar vacío,Local vacío,Locales vacíos
,28802,Camarilla,Local o solar vacío,Local vacío,Locales vacíos
Autónomo,28802,Camarilla,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28802,Camarilla,IPF: Productos con destino al mercado final,Fabricación de productos metálicos excepto maquinaria y equipo,Industria
,28802,Camarilla,Local o solar vacío,Local vacío,Locales vacíos
,28802,Camarilla,SE: Servicios a empresas: Mantenimiento. reparación. informática. consultoría,Actividades administrativas y servicios auxiliares,Servicios
,28802,Camarilla,Local o solar vacío,Local vacío,Locales vacíos
,28802,Camarilla,SC: Servicios al consumidor final,Venta y reparación de vehículos de motor y motocicletas,Servicios
,28802,Camarilla,CON: Construcción,Construcción,Construcción
,28802,Los Almendros,IPF: Productos con destino al mercado final,Industria del papel,Industria
,28802,Camarilla,IPF: Productos con destino al mercado final,Industria de la madera y el corcho. excepto muebles. cestería y espartería,Industria
Sociedad Limitada,28806,Camporroso,IPF: Productos con destino al mercado final,Fabricación de productos farmacéuticos,Industria
,,Fidalgo y Bazán,SC: Servicios al consumidor final,Otros servicios,Servicios
,28805,Alcalá I,CON: Construcción,Construcción,Construcción
,,Alcalá I,SE: Servicios a empresas: Mantenimiento. reparación. informática. consultoría,Actividades profesionales. científicas y técnicas,Servicios
Sociedad Limitada,28805,Europa,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28806,El Pilar,SC: Servicios al consumidor final,Otros servicios,Servicios
,28806,El Pilar,SC: Servicios al consumidor final,Actividades administrativas y servicios auxiliares,Servicios
,28806,El Pilar,SC: Servicios al consumidor final,Venta y reparación de vehículos de motor y motocicletas,Servicios
,28806,El Pilar,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28806,El Pilar,EASO: Educación. Asistencia Social. Sanidad y Ocio,Actividades artísticas. recreativas y de entretenimiento,Educación. Asistencia Social. Sanidad y Ocio
,28806,El Pilar,EASO: Educación. Asistencia Social. Sanidad y Ocio,Actividades artísticas. recreativas y de entretenimiento,Educación. Asistencia Social. Sanidad y Ocio
,28806,El Pilar,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28806,Santa Rosa,EASO: Educación. Asistencia Social. Sanidad y Ocio,Actividades artísticas. recreativas y de entretenimiento,Educación. Asistencia Social. Sanidad y Ocio
,28806,Santa Rosa,IPF: Productos con destino al mercado final,Industria de la madera y el corcho. excepto muebles. cestería y espartería,Industria
Sociedad Limitada,28806,Santa Rosa,CON: Construcción,Actividades de construcción especializada,Construcción
Sociedad Limitada,28806,Santa Rosa,CON: Construcción,Construcción,Construcción
,28806,Santa Rosa,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28806,Santa Rosa,DL: Distribución y logística,Transporte y almacenamiento,Distribución y logística
,28806,Santa Rosa,DL: Distribución y logística,Transporte y almacenamiento,Distribución y logística
,28806,Santa Rosa,SC: Servicios al consumidor final,Hostelería,Servicios
,28806,Santa Rosa,SC: Servicios al consumidor final,Hostelería,Servicios
,28806,Santa Rosa,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28806,Santa Rosa,SC: Servicios al consumidor final,Venta y reparación de vehículos de motor y motocicletas,Servicios
,28806,Carretera de Daganzo,SC: Servicios al consumidor final,Venta y reparación de vehículos de motor y motocicletas,Servicios
,28806,El Pilar,SC: Servicios al consumidor final,Venta y reparación de vehículos de motor y motocicletas,Servicios
,28806,Santa Rosa,SC: Servicios al consumidor final,Venta y reparación de vehículos de motor y motocicletas,Servicios
,28806,Santa Rosa,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28806,El Pilar,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28806,Santa Rosa,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28806,Santa Rosa,SC: Servicios al consumidor final,Venta y reparación de vehículos de motor y motocicletas,Servicios
,28803,Carretera N II,SC: Servicios al consumidor final,Otros servicios,Servicios
Sociedad Limitada,28802,Inbisa I,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28802,Inbisa I,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28802,Inbisa I,SC: Servicios al consumidor final,Venta y reparación de vehículos de motor y motocicletas,Servicios
,28802,Inbisa I,IPF: Productos con destino al mercado final,Fabricación de maquinaria y equipo N.C.O.P.,Industria
,28806,Inbisa I,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28806,Inbisa I,Local o solar vacío,Local vacío,Locales vacíos
,28802,Inbisa I,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28802,Inbisa I,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28802,Inbisa I,EASO: Educación. Asistencia Social. Sanidad y Ocio,Educación,Educación. Asistencia Social. Sanidad y Ocio
,28806,Inbisa I,Local o solar vacío,Local vacío,Locales vacíos
Sociedad Limitada,28802,Inbisa I,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
Sociedad Limitada,28806,Inbisa I,SC: Servicios al consumidor final,Venta y reparación de vehículos de motor y motocicletas,Servicios
Sociedad Limitada,28806,Carretera N II,DL: Distribución y logística,Transporte y almacenamiento,Distribución y logística
,28806,Inbisa I,SC: Servicios al consumidor final,Actividades inmobiliarias,Servicios
,28806,Santa Rosa,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28806,Santa Rosa,CON: Construcción,Construcción,Construcción
,28806,Santa Rosa,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
Sociedad Limitada,28806,Santa Rosa,DL: Distribución y logística,Transporte y almacenamiento,Distribución y logística
,28806,Santa Rosa,SC: Servicios al consumidor final,Hostelería,Servicios
,28806,La Garena,CON: Construcción,Construcción,Construcción
,28806,La Garena,SC: Servicios al consumidor final,Hostelería,Servicios
,28806,La Garena,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28806,La Garena,DL: Distribución y logística,Transporte y almacenamiento,Distribución y logística
Sociedad Limitada,28806,Mapfre,CON: Construcción,Actividades de construcción especializada,Construcción
Sociedad Limitada,28806,Mapfre,SE: Servicios a empresas: Mantenimiento. reparación. informática. consultoría,Actividades profesionales. científicas y técnicas,Servicios
Sociedad Limitada,28806,La Garena,SE: Servicios a empresas: Mantenimiento. reparación. informática. consultoría,Información y comunicaciones,Servicios
,28806,Mapfre,IPF: Productos con destino al mercado final,Fabricación de productos metálicos excepto maquinaria y equipo,Industria
,28806,Mapfre,DL: Distribución y logística,Transporte y almacenamiento,Distribución y logística
,28806,Mapfre,CON: Construcción,Construcción,Construcción
Sociedad Limitada,28806,Antigua Carretera de Ajalvir,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
Sociedad Limitada,28806,Antigua Carretera de Ajalvir,SC: Servicios al consumidor final,Actividades profesionales. científicas y técnicas,Servicios
,28806,La Garena,SMA: Energía y Medioambiente,Suministro de agua. actividades de saneamiento. gestión de residuos y descontaminación,Servicios
,28806,Mapfre,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28806,La Garena,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28806,La Garena,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28806,La Garena,DL: Distribución y logística,Transporte y almacenamiento,Distribución y logística
,28806,La Garena,SE: Servicios a empresas: Mantenimiento. reparación. informática. consultoría,Actividades administrativas y servicios auxiliares,Servicios
,28806,La Garena,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28806,La Garena,SE: Servicios a empresas: Mantenimiento. reparación. informática. consultoría,Información y comunicaciones,Servicios
,28806,La Garena,SC: Servicios al consumidor final,Actividades administrativas y servicios auxiliares,Servicios
,28806,La Garena,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28806,La Garena,CON: Construcción,Actividades de construcción especializada,Construcción
,28806,La Garena,DL: Distribución y logística,Transporte y almacenamiento,Distribución y logística
,28806,La Garena,EASO: Educación. Asistencia Social. Sanidad y Ocio,Educación,Educación. Asistencia Social. Sanidad y Ocio
,28806,La Garena,IAUX: Pieza o producto que se incorpora a un conjunto (Ind. Auxiliar),Fabricación de maquinaria y equipo N.C.O.P.,Industria
,28802,Las Matillas,DL: Distribución y logística,Transporte y almacenamiento,Distribución y logística
,28806,La Garena,SC: Servicios al consumidor final,Otros servicios,Servicios
,28803,El Encín,DL: Distribución y logística,Transporte y almacenamiento,Distribución y logística
,28806,Mapfre,DL: Distribución y logística,Transporte y almacenamiento,Distribución y logística
,28806,La Garena,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28806,La Garena,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28806,La Garena,SC: Servicios al consumidor final,Otros servicios,Servicios
,28803,Carretera N II,IPF: Productos con destino al mercado final,Fabricación de productos de caucho y plástico,Industria
,28806,Carretera N II,IPF: Productos con destino al mercado final,Fabricación de productos de caucho y plástico,Industria
,28806,Mapfre,SC: Servicios al consumidor final,Otros servicios,Servicios
,28803,Carretera N II,DL: Distribución y logística,Transporte y almacenamiento,Distribución y logística
,28806,Mapfre,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28806,Mapfre,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28803,Las Matillas,DL: Distribución y logística,Transporte y almacenamiento,Distribución y logística
,28806,La Garena,DL: Distribución y logística,Transporte y almacenamiento,Distribución y logística
,28803,Las Matillas,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28806,Antigua Carretera de Ajalvir,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28803,Las Matillas,SC: Servicios al consumidor final,Otros servicios,Servicios
,28804,Antigua Carretera de Ajalvir,SE: Servicios a empresas: Mantenimiento. reparación. informática. consultoría,Información y comunicaciones,Servicios
,28806,Antigua Carretera de Ajalvir,EASO: Educación. Asistencia Social. Sanidad y Ocio,Educación,Educación. Asistencia Social. Sanidad y Ocio
,28806,Mapfre,CON: Construcción,Construcción,Construcción
,28806,Antigua Carretera de Ajalvir,SE: Servicios a empresas: Mantenimiento. reparación. informática. consultoría,Información y comunicaciones,Servicios
,28806,Antigua Carretera de Ajalvir,IPF: Productos con destino al mercado final,Artes gráficas,Industria
Sociedad Limitada,28806,Mapfre,CON: Construcción,Construcción,Construcción
,28806,Mapfre,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28806,Mapfre,SC: Servicios al consumidor final,Eventos,Servicios
,28806,La Garena,DL: Distribución y logística,Transporte y almacenamiento,Distribución y logística
Sociedad Limitada,28806,Antigua Carretera de Ajalvir,SC: Servicios al consumidor final,Venta y reparación de vehículos de motor y motocicletas,Servicios
Sociedad Limitada,28806,Antigua Carretera de Ajalvir,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
Sociedad Anónima,28806,La Garena,IAUX: Pieza o producto que se incorpora a un conjunto (Ind. Auxiliar),Fabricación de productos metálicos excepto maquinaria y equipo,Industria
,28806,La Garena,SE: Servicios a empresas: Mantenimiento. reparación. informática. consultoría,Actividades profesionales. científicas y técnicas,Servicios
Sociedad Limitada,28806,Antigua Carretera de Ajalvir,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
Sociedad Anónima,28806,La Garena,SE: Servicios a empresas: Mantenimiento. reparación. informática. consultoría,Otros servicios especializados,Servicios
,28806,Antigua Carretera de Ajalvir,SC: Servicios al consumidor final,Otros servicios,Servicios
,28806,La Garena,SC: Servicios al consumidor final,Actividades financieras y de seguros,Servicios
,28806,Antigua Carretera de Ajalvir,SE: Servicios a empresas: Mantenimiento. reparación. informática. consultoría,Actividades profesionales. científicas y técnicas,Servicios
,28806,La Garena,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28806,Antigua Carretera de Ajalvir,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28806,Antigua Carretera de Ajalvir,CON: Construcción,Actividades de construcción especializada,Construcción
,28806,Centro Empresarial Puerta de Alcalá,SC: Servicios al consumidor final,Hostelería,Servicios
Sociedad Limitada,28806,Antigua Carretera de Ajalvir,CON: Construcción,Actividades de construcción especializada,Construcción
,28806,Centro Empresarial Puerta de Alcalá,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
Sociedad Limitada,28806,Antigua Carretera de Ajalvir,SE: Servicios a empresas: Mantenimiento. reparación. informática. consultoría,Información y comunicaciones,Servicios
,28802,Centro Empresarial Puerta de Alcalá,SC: Servicios al consumidor final,Actividades administrativas y servicios auxiliares,Servicios
,28802,Centro Empresarial Puerta de Alcalá,Local o solar vacío,Local vacío,Locales vacíos
,28802,Centro Empresarial Puerta de Alcalá,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
Sociedad Anónima,28802,Centro Empresarial Puerta de Alcalá,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
Sociedad Anónima,28806,Antigua Carretera de Ajalvir,IPF: Productos con destino al mercado final,Artes gráficas,Industria
Sociedad Limitada,28806,Antigua Carretera de Ajalvir,SC: Servicios al consumidor final,Actividades de alquiler,Servicios
,28806,Antigua Carretera de Ajalvir,IPF: Productos con destino al mercado final,Fabricación de productos de caucho y plástico,Industria
Autónomo,28806,Antigua Carretera de Ajalvir,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
Sociedad Limitada,28806,Antigua Carretera de Ajalvir,CON: Construcción,Actividades de construcción especializada,Construcción
,28806,El Pilar,SC: Servicios al consumidor final,Otros servicios,Servicios
,28806,El Pilar,SC: Servicios al consumidor final,Actividades inmobiliarias,Servicios
,28806,Antigua Carretera de Ajalvir,CON: Construcción,Actividades de construcción especializada,Construcción
,28806,El Pilar,SC: Servicios al consumidor final,Actividades financieras y de seguros,Servicios
,28806,La Garena,DL: Distribución y logística,Transporte y almacenamiento,Distribución y logística
,28806,La Garena,DL: Distribución y logística,Transporte y almacenamiento,Distribución y logística
,28806,Camporroso,SC: Servicios al consumidor final,Hostelería,Servicios
Sociedad Limitada,28806,Camporroso,DL: Distribución y logística,Transporte y almacenamiento,Distribución y logística
,28806,Camporroso,CON: Construcción,Construcción,Construcción
,28806,Camporroso,CON: Construcción,Actividades de construcción especializada,Construcción
,28806,Camporroso,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28806,Camporroso,CV: Comercialización: Ventas,Comercio al por mayor y al por menor. reparación de vehículos de motor,Comercialización: ventas
,28806,Camporroso,IPF: Productos con destino al mercado final,Industria de la madera y el corcho. excepto muebles. cestería y espartería,Industria
,28806,Camporroso,SC: Servicios al consumidor final,Venta y reparación de vehículos de motor y motocicletas,Servicios
,28806,Camporroso,Local o solar vacío,Local vacío,Locales vacíos
,28806,Camporroso,IPF: Productos con destino al mercado final,Fabricación de productos metálicos excepto maquinaria y equipo,Industria
